SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
1335,4231150201900,"DRESSING, POSTOPERATIVE, WATERPROOF WITH SILVER NYLON ABSORBENT PAD, FLEXIBLE ADHESIVE BORDER, SIZE 10 CM X 28 CM (+/- 2 CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",each,ITEMIZED,"1,000"
1336,4231150202000,"DRESSING, GLOVE WITH OPEN FINGERS ( MITTEN ), WITH NYLON CLOTH, PURE METALLIC SILVER, AND 0.9% SILVER OXIDE, NON-ADHERENT, TO BE USED FOR 7 DAYS, SIZE MEDIUM, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",each,ITEMIZED,"1,000"
1337,4231150202100,"DRESSING, GLOVE WITH OPEN FINGERS ( MITTEN ), WITH NYLON CLOTH, PURE METALLIC SILVER, AND 0.9% SILVER OXIDE, NON-ADHERENT, TO BE USED FOR 7 DAYS, SIZE LARGE, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",each,ITEMIZED,"1,000"
1338,4231154610100,"DRESSING, NON-WOVEN, ADHESIVE, WITH ABSORBENT NON ADHERENT PAD, 8-10 X 6 CM, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"66,712"
1339,4231154601300,"DRESSING, NON-WOVEN, ADHESIVE, WITH ABSORBENT NON ADHERENT PAD, 10 X 20 CM (+/- 2 CM), STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"5,34,212"
1340,4231154610200,"DRESSING, NON-WOVEN, ADHESIVE, WITH ABSORBENT NON ADHERENT PAD, 10 X 25 CM (+/- 1 CM), (WOUND AND
OSTOMY CARE)",EA,ITEMIZED,"4,95,539"
1341,4231154504800,"DRESSING, NON-WOVEN, ADHESIVE, WITH ABSORBENT NON ADHERENT PAD, 10 X 30 CM (+/- 1 CM), (WOUND AND
OSTOMY CARE)",EA,ITEMIZED,"1,57,569"
1342,4231154601400,"DRESSING, NON-WOVEN, ADHESIVE, WITH ABSORBENT NON ADHERENT PAD, 10 X 35 CM (+/- 2 CM), STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,00,951"
1343,4231154601500,"DRESSING, NON-WOVEN, ADHESIVE, WITH ABSORBENT NON ADHERENT PAD, 7 X 5 CM (+/- 0.5 CM), STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"10,11,215"
1344,4231154601100,"DRESSING, NON-WOVEN, ADHESIVE, WITH ABSORBENT NON ADHERENT PAD, 8 X 10 CM (+/- 2 CM), STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"5,37,120"
1345,4231154610800,"DRESSING, NON-WOVEN, ADHESIVE, WITH ABSORBENT NON ADHERENT PAD, 8 X 15 CM (+/- 1 CM), (WOUND AND
OSTOMY CARE)",EA,ITEMIZED,"5,69,092"
1346,4231152701600,"DRESSING, POSTOPERATIVE, TRANSPARENT WATERPROOF BORDER, WITH ABSORBENT PAD, MOISTURE VAPOR TRANSMISSION, HYPOALLERGENIC, SIZE 5 CM X 7 CM (+/- 1CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"9,13,173"
1347,4231152701400,"DRESSING, POSTOPERATIVE, TRANSPARENT WATERPROOF BORDER, WITH ABSORBENT PAD, MOISTURE VAPOR TRANSMISSION, HYPOALLERGENIC, SIZE 10 CM X 12 CM (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"2,71,853"
1348,4231152704600,"DRESSING, POSTOPERATIVE, TRANSPARENT WATERPROOF BORDER, WITH ABSORBENT PAD, MOISTURE VAPOR TRANSMISSION, HYPOALLERGENIC, SIZE 10 CM X 20 CM (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"46,490"
1349,4231152701500,"DRESSING, POSTOPERATIVE, TRANSPARENT WATERPROOF BORDER, WITH ABSORBENT PAD, MOISTURE VAPOR TRANSMISSION, HYPOALLERGENIC, SIZE 10 CM X 30 CM (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"2,21,391"
1350,4231150010800,"DRESSING, RADIOTHERAPY INDUCED SKIN REACTION TRANSPARENT PREVENTIVE SILICONE FILM, 10X25 CM (+/- 2CM
), (WOUND AND OSTOMY CARE)",EA,ITEMIZED,100
1351,4231150010900,"DRESSING, RADIOTHERAPY INDUCED SKIN REACTION TRANSPARENT PREVENTIVE SILICONE FILM, 15X20 CM (+/- 2 CM), (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,000"
SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
1352,4231150504900,"DRESSING, SEMI-PERMEABLE TRANSPARENT FILM, WITH FRAME, MOISTURE VAPOR, ADHESIVE, SIZE 6 X 7 CM (+/- 1CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,36,38,668"
1353,4231150504800,"DRESSING, SEMI-PERMEABLE TRANSPARENT FILM, WITH FRAME, MOISTURE VAPOR, ADHESIVE, SIZE 10 X 12 CM (+/- 1CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,74,22,036"
1354,4231150502500,"DRESSING, TRANSPARENT, ADHESIVE, FILM, SIZE 15 X 20 CM, PACKING, INDIVIDUALLY WRAPPED, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"9,49,904"
1355,4231150504400,"DRESSING, SUPER ABSORBENT, POLYURETHANE, FLUID RETENTION, NON-ADHESIVE, INDIVIDUALLY PACKED, SIZE 10 X 10 CM (+\-2), DISPOSABLE, STERILE, ( WOUND AND OSTOMY CARE )",EA,ITEMIZED,"2,97,076"
1356,4231154504200,"DRESSING, SUPER ABSORBENT, POLYURETHANE, FLUID RETENTION, NON-ADHESIVE, INDIVIDUALLY PACKED, SIZE 20 X 20 CM (+\-2), DISPOSABLE, STERILE, ( WOUND AND OSTOMY CARE )",EA,ITEMIZED,"2,800"
1357,4231150200700,"DRESSING, SUPER ABSORBENT, POLYURETHANE, FLUID RETENTION, NON-ADHESIVE, INDIVIDUALLY PACKED, SIZE 20 X 40 CM (+\-2), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE )",EA,ITEMIZED,"37,035"
1358,4231151012100,"DRESSING, TOPICAL PROTEASE MODULATING MATRIX CELLULOSE, AND COLLAGEN WITH SILVER, 115 CM2 (+/- 15 CM2), STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"2,230"
1359,4231151012200,"DRESSING, TOPICAL PROTEASE MODULATING MATRIX CELLULOSE, AND COLLAGEN WITH SILVER, 28 CM2 (+/-2 CM2), STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"18,075"
1360,4231152704300,"DRESSING, TOPICAL PROTEASE MODULATING MATRIX CELLULOSE, AND COLLAGEN, 115 CM2 (+/- 15 CM2), STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"6,909"
1361,4231151001200,"DRESSING, TOPICAL PROTEASE MODULATING MATRIX CELLULOSE, AND COLLAGEN, 28 CM2 (+/-2 CM2), STERILE,
(WOUND AND OSTOMY CARE)",EA,ITEMIZED,"3,30,160"
1362,4231151404500,"DRESSING, WOUND CONTACT 3 D, NYLON CLOTH, PLATED BY SILVER REVEALS 99.1%, PURE METALLIC SILVER, AND 0.9% SILVER OXIDE, TO BE USED FOR 7 DAYS, SIZE 5 X 5 CM (+\-1), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"75,282"
1363,4231151404400,"DRESSING, WOUND CONTACT 3 D, NYLON CLOTH, PLATED BY SILVER REVEALS 99.1%, PURE METALLIC SILVER, AND 0.9% SILVER OXIDE, TO BE USED FOR 7 DAYS, SIZE 2.5 X 60 CM, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"54,944"
1364,4231150400000,"DRESSING, BURN PAD, 45 X 45 CM, MADE OF COTTON TISSUE, ENCLOSED INTO NOT LESS THAN 20 THREAD/CM GAUZE, LOCK-STITCHED ALL EDGES, BUNDLED AND PROVIDED WITH SAFETY PINS, 1PC/PACK, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"4,78,480"
1365,4231150400100,"DRESSING, BURN PAD, 45 X 75 CM, MADE OF COTTON TISSUE, ENCLOSED INTO NOT LESS THAN 20 THREAD/CM, GAUZE, LOCK-STITCHED ALL EDGES, BUNDLED AND PROVIDED WITH SAFETY PINS, 1PC/PACK, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"4,49,940"
1366,4231154503000,"DRESSING, BURN PAD, 55 X 75 CM, MADE OF COTTON TISSUE, ENCLOSED INTO NOT LESS THAN 20 THREAD/CM, GAUZE, LOCK-STITCHED ALL EDGES, BUNDLED AND PROVIDED WITH SAFETY PINS, 1PC/PACK, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"13,130"
1367,4231154503100,"DRESSING, BURN PAD, 75 X 90 CM, MADE OF COTTON TISSUE, ENCLOSED INTO NOT LESS THAN 20 THREAD/CM, GAUZE, LOCK-STITCHED ALL EDGES, BUNDLED AND PROVIDED WITH SAFETY PINS, 1PC/PACK, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"89,530"
1368,4219181000000,"PAD, ANTI-DECUBITUS, SIZE: 75 X 145 CM (+/- 10 CM), (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"37,975"
1369,4231151016800,"BURN SHEET, SPUN BOUNDED SHEET THAT CAN BE USED TO PROVIDE A STERILE ENVIRONMENT TO PROTECT A PATIENT FROM INFECTION. ITS DURABLE CONSTRUCTION RESISTS TEARING, SIZE 60IN X 90IN (+ / - 3IN), STERILE, DISPOSABLE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,500
1370,4231151010100,"DRESSING, FOR BURN, FLEXIBLE, STRETCHABLE, IMPREGNATED WITH SILVER, ACTIVE FOR 7 DAYS, SIZE 16 X 16 INCH (+/- 3INCH), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,950
1371,4231151010200,"DRESSING, FOR BURN, FLEXIBLE, STRETCHABLE, IMPREGNATED WITH SILVER, ACTIVE FOR 7 DAYS, SIZE 6 X 6 INCH (+/- 2INCH), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,750
1372,4231150505000,"WOOL FELT PAD WITH ADHESIVE BACKING, HIGH DENSITY FELT, NON-TOXIC HYPOALLERGENIC ADHESIVE FREE OF ZINC OXIDE AND LEAVES NO RESIDUE ON THE SKIN, SIZE 22 CM X 45 CM X 5 MM, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"46,777"
1373,4231154610300,"WOOL FELT PAD WITH ADHESIVE BACKING, HIGH DENSITY FELT, NON - TOXIC HYPOALLERGENIC ADHESIVE FREE OF ZINC OXIDE AND LEAVES NO RESIDUE ON THE SKIN, SIZE 22 CM X 45 CM X 10 MM, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,960
1374,4231152703300,"DRESSING, ABSORBENT, WOUND PAD, CONTAIN ANTISEPTIC (PHMP) SATURATED WITH RINGER SOLUTION, SIZE 7.5 X
7.5 CM(+\-2 CM), DISPOSABLE, STERILE, MSDS SHOULD BE PROVIDED IN SOFT COPY, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"2,17,276"
1375,4231152702500,"DRESSING, FILM, TRANSPARENT, ULTRA THIN, BREATHABLE, SOFT SILICONE, HYPOALLERGENIC, FOR FRAGILE SKIN, SIZE 6 X 7 CM (+/- 2 CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"9,72,835"
1376,4231150517000,"DRESSING, FILM, TRANSPARENT, ULTRA THIN, BREATHABLE, SOFT SILICONE, HYPOALLERGENIC, FOR FRAGILE SKIN, SIZE 10 X 12 CM (+/- 2 CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"8,23,786"
1377,4231150011200,"DRESSING, SOFT WICKING, FABRIC IMPREGNATED WITH SILVER FOR MANAGING SKIN INTERTRIGO, DERMATITIS, MOISTURE, RASH, FOLDS, FRICTION, SIZE APPROX. 25 X 95 CM (+/- 5 CM), NON STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"4,200"
SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
1378,4231150525500,"DRESSING KIT CONSISTS : GAUZE SWABS 10 X 10 CM (10 PCS), WASTE BAG PLASTIC, WITH WIRE TO CLOSE THE BAG, DIVIDING TRAY, WATERPROOF STERILE SHEET NON POROUS 30 X 50 CM, METALLIC FORCEPS, PLASTIC SCALP HOLDER",EA,ITEMIZED,"23,54,453"
1379,4231150201800,"DRESSING KIT, TRAY, CONSISTS ONE METAL SCISSOR, ONE METAL FORCEP, GAUZE SWABS 10 X 10 CM (10 PCS), ONE WASTE BAG WITH TAPE AND ONE WATERPROOF DRAPE, ALL IN WRAPPING, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",KIT,ITEMIZED,"79,500"
1380,4231150201300,"DRESSING KIT FOR HEMODIALYSIS INERTION CATHETER ( PRE AND POST DIALYSIS ), ALL STERILE, THE FIRST SET IS FOR PRE DIALYSIS WHICH CONTENTS: (3) 2% CHLORHEXIDINE SWAB STICK, (2) SYRINGE 3 ML, (2) SYRINGE 10 ML, (2)
NEEDLE G20, (5) GAUZE SWAB 5X5 CM 8 PLY, ( 5) GAUZE SWAB 10 X 10 CM 12 PLY, (1) TRANSPARENT ADHESIVE 2.5
CM X 0.5 M, (1) NON WOVEN SWAB WITH (T) CUT 5 X 5 CM, (1) NON ADHERENT SPONGE 5 X 5 CM, (1) WATER PROOF
ADHESIVE DRESSING 10 X 15 CM, (1) TOWEL 40 X 40 CM, (2) PLASTIC FORCEP TWEEZERS, (1 PAIR) SURGICAL GLOVES POWDER FREE IN A SINGLE PACKAGE, (1) FACE MASK, (1) STERILE FIELD 50 X 50 CM, (1) WASTE BAG, (2) GALLIPOT TRAY, THE SECOND SET IS FOR POST DIALYSIS WHICH CONTENTS: (2) SYRINGE 3 ML, (2) SYRINGE 10 ML, (5) GAUZE SWAB 10 X 10 CM 12 PLY, (2) LUER LOCK PLUG ( EACH SET HAS A SEPARATE PACKAGE AND THE TWO SET SHOULD BE IN ONE KIT )",SET,ITEMIZED,"10,000"
1381,4231150008900,"DRESSING KIT, CONTAINS CHG IMPREGNATED SOFT SPONGE DISK (SIZE 1.5 MM HOLE AND CONTAIN MORE THAN 50 MG CHG, ABLE TO ABSORB 8 TIMES OF ITS WEIGHT, COVER THE SITE 360, CAN STAY FOR 7 DAYS, CAN PROTECT THE EXIT SITE), 3 LAYERS FACE MASK LOOP, PAIRS OF EXAMINATION GLOVES MEDIUM, YELLOW WASTE BAG, DISPOSABLE TOWEL SIZE 50X50, IV TRANSPARENT SECUREMENT DRESSING 7 X 9 CM (BREATHABLE, CAN STAY FOR 7 DAYS, PORTED AND HYPOALLERGIC), APPLICATOR 2% CHLORHEXIDINE WITH 70% ISOPROPYL ALCOHOL 3 ML, STERILE (WOUND AND OSTOMY CARE)",KIT,ITEMIZED,"1,400"
1382,4231150009000,"DRESSING KIT, CONTAINS CHG IMPREGNATED SOFT SPONGE DISK (SIZE 4MM HOLE AND CONTAIN MORE THAN 90 MG CHG, ABLE TO ABSORB 8 TIMES OF ITS WEIGHT, COVER THE SITE 360, CAN STAY FOR 7 DAYS, CAN PROTECT THE EXIT SITE), 3 LAYERS FACE MASK LOOP, PAIRS OF EXAMINATION GLOVES MEDIUM, YELLOW WASTE BAG, DISPOSABLE TOWEL SIZE 50X50, IV TRANSPARENT SECUREMENT DRESSING 10 X 12 CM (BREATHABLE, CAN STAY FOR 7 DAYS,, PORTED AND HYPOALLERGIC), APPLICATOR 2% CHLORHEXIDINE WITH 70% ISOPROPYL ALCOHOL 3 ML, STERILE (WOUND AND OSTOMY CARE)",KIT,ITEMIZED,"1,400"
1383,4231150009100,"DRESSING KIT, CONTAINS CHG IMPREGNATED SOFT SPONGE DISK (SIZE 7MM HOLE AND CONTAIN MORE THAN 80 MG CHG, ABLE TO ABSORB 8 TIMES OF ITS WEIGHT, COVER THE SITE 360, CAN STAY FOR 7 DAYS, CAN PROTECT THE EXIT SITE), 3 LAYERS FACE MASK LOOP, PAIRS OF EXAMINATION GLOVES MEDIUM, YELLOW WASTE BAG, DISPOSABLE TOWEL SIZE 50X50, IV TRANSPARENT SECUREMENT DRESSING 10 X 12 CM(BREATHABLE, CAN STAY FOR 7 DAYS, PORTED AND HYPOALLERGIC), APPLICATOR 2% CHLORHEXIDINE WITH 70% ISOPROPYL ALCOHOL 3 ML, STERILE (WOUND AND OSTOMY CARE)",KIT,ITEMIZED,"1,400"
1384,4231150519300,"DRESSING, ANTI-MICROBIAL SPONGE, 1.5 MM CENTER HOLE, ABSORBENT, IMPREGNATED WITH CHLORHEXIDINE GLUCONATE (CHG), ABLE TO COVER THE SITE OF INSERTION 360 DEGREE, WITH TRANSPARENT FILM, DISPOSABLE, STERILE, MSDS SHOULD BE PROVIDED IN SOFT COPY, ( WOUND AND OSTOMY CARE)",EA,ITEMIZED,"2,42,550"
1385,4231151012700,"DRESSING, ANTI-MICROBIAL SPONGE, 4 MM CENTER HOLE, ABSORBENT, IMPREGNATED WITH CHLORHEXIDINE GLUCONATE (CHG), ABLE TO COVER THE SITE OF INSERTION 360 DEGREE, WITH TRANSPARENT FILM, DISPOSABLE, STERILE, MSDS SHOULD BE PROVIDED IN SOFT COPY, ( WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,25,990"
1386,4231151404100,"DRESSING, ANTI-MICROBIAL SPONGE, 1.5 MM CENTER HOLE, ABSORBENT, IMPREGNATED WITH CHLORHEXIDINE GLUCONATE (CHG), ABLE TO COVER THE SITE OF INSERTION 360 DEGREE, DISPOSABLE, STERILE, MSDS SHOULD BE PROVIDED IN SOFT COPY, ( WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,23,375"
1387,4231151404000,"DRESSING, ANTI-MICROBIAL SPONGE, 4 MM CENTER HOLE, ABSORBENT, IMPREGNATED WITH CHLORHEXIDINE GLUCONATE (CHG), ABLE TO COVER THE SITE OF INSERTION 360 DEGREE, DISPOSABLE, STERILE, MSDS SHOULD BE PROVIDED IN SOFT COPY, ( WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,26,375"
1388,4231151403900,"DRESSING, ANTI-MICROBIAL SPONGE, 7 MM CENTER HOLE, ABSORBENT, IMPREGNATED WITH CHLORHEXIDINE GLUCONATE (CHG), ABLE TO COVER THE SITE OF INSERTION 360 DEGREE, DISPOSABLE, STERILE, MSDS SHOULD BE PROVIDED IN SOFT COPY, ( WOUND AND OSTOMY CARE)",EA,ITEMIZED,"50,674"
1389,4231151403200,"DRESSING, CADEXOMER IODINE, COMPOSED OF 0.9% IODINE + POLYETHYLENE GLYCOL + STARCH 5GM, 5 CM X 5 CM (+/- 1 CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"58,029"
1390,4231152705000,"DRESSING, PRE MOISTURE, HIGHLY ABSORBENT, SELF ADAPTIVE WOUND DRESSING, NON-ADHESIVE, SIZE 10 X 10 (+/- 2CM), DISPOSABLE, STERILE, ( WOUND AND OSTOMY CARE )",EA,ITEMIZED,"5,56,817"
1391,4231151011500,"DRESSING, SOFT SILICON, THIN FOAM, SELF ADHESIVE, NO BOARDER, 15 X 15 CM (+/- 2), DISPOSABLE, STERILE,
(WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,500"
1392,4231150010700,"DRESSING, WOUND DRESSING PAD FOR WET THERAPY CONTAIN RINGER LACTATE, PHMB, SIZE 4 CM ROUND, STERILE,
, MSDS SHOULD BE PROVIDED IN SOFT COPY, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"25,000"
SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
1393,4231151546000,"DRESSING, NANO-OLIGO SACCHARIDE FACTOR POLYACRYLATE POLY ABSORBENT FIBERS IMPREGNATED WITH LIPIDO- COLLOID, ADHESIVE SILICON BORDER, SIZE 10 X 10 CM (+/- 2 CM), (WOUND AND OSTOMY CARE)",PC,ITEMIZED,"2,000"
1394,4231151537800,"DRESSING, NANO-OLIGO SACCHARIDE FACTOR POLYACRYLATE POLY ABSORBENT FIBERS IMPREGNATED WITH LIPIDO- COLLOID, WITHOUT SILICON BORDER, SIZE 10 X 10 CM (+/- 2 CM), (WOUND AND OSTOMY CARE)",PC,ITEMIZED,"2,000"
1395,4231151541900,"DRESSING, NANO-OLIGO SACCHARIDE FACTOR POLYACRYLATE POLY ABSORBENT FIBERS IMPREGNATED WITH LIPIDO- COLLOID, WITHOUT SILICON BORDER, SIZE 6 X 6 CM (+/- 1 CM), (WOUND AND OSTOMY CARE)",PC,ITEMIZED,"2,000"
1396,4231151408500,"DRESSING, ANTIMICROBIAL GAUZE, IMPREGNATED WITH PHMB, ROLL SIZE 4.5 INCH (+/- 1 INCH) X 4 YARD, STERILE, (WOUND AND OSTOMY CARE)",PC,ITEMIZED,"60,000"
1397,4231151403400,"DRESSING, FLEXIBLE GAUZE, SATURATED WITH ZINC OXIDE AND CALAMINE, SIZE AT LEAST 10 X 900 CM, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"9,666"
1398,4231151011100,"DRESSING, HYDROPOLYMER FOAM, WITH BORDER, 5 X 5 CM (+/- 2 CM), DISPOSABLE, STERILE, (WOUND AND
OSTOMY CARE)",EA,ITEMIZED,"21,400"
1399,5313161600000,"DRESSING, HIGHLY VISCOUS HYDROGEL, ALGINATE, TUBE, SIZE AT LEAST 15GM, DISPOSABLE, STERILE, (WOUND AND
OSTOMY CARE)",EA,ITEMIZED,"2,03,806"
1400,4231151305100,"DRESSING, HYDROGEL, TUBE 15 GM, (WOUND AND OSTOMY)",PC,ITEMIZED,"23,322"
1401,4231154003200,"DRESSING, HYDROGEL, TUBE 25 GM, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"12,972"
1402,4231154001100,"DRESSING, NANOCRYSTALLINE SILVER, SIZE 5 X 5 CM, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"4,790"
1403,4231154001000,"DRESSING, NANO CRYSTALLINE SILVER, SIZE 10 X 10 CM, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"14,187"
1404,4231151401800,"DRESSING, NANO CRYSTALLINE SILVER, SIZE 10 X 20 CM, (SILVER), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"9,438"
1405,4231230600100,"DRESSING, POLYESTER FIBRE COMPOSITE, FOR SOFT MECHANICAL DEBRIDEMENT, SIZE 10 X 10 CM OR EQUIVALENT IN THE SIZE (+\-2), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"85,629"
1406,4231151006700,"DRESSING, POLYMERIC ADHESIVE FLEXIBLE, SURGICAL, WITH SPECIALIZED WOUND CLEANSER, GLYCERIN AND SUPERABSORBENT SIZE 13 X 28 CM (+/- 2CM), (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"2,72,173"
1407,4229548018800,"PACK, SURGICAL, PLAIN, 1/2 INCH X 5 YD, RADIOPAQUE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"4,297"
1408,4229548018900,"PACK, SURGICAL, PLAIN, 1 INCH X 5 YD, RADIOPAQUE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"3,087"
1409,4231240301000,"PACK, SURGICAL, PLAIN, 2 INCH X 5 YD, RADIOPAQUE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"2,100"
1410,4231151017000,"DRESSING, SOFT SILICON, SELF ADHESIVE, WATERPROOF, FOR SCAR REDUCTION, SIZE 10 X 18CM ( +/- 2 CM )",EA,ITEMIZED,165
1411,4229540009600,"SILICONE GEL SHEET, ELASTIC SHEET 10X15 CM, ULTRAVIOLET PROTECTION FACTOR, EXTRA-THICK SILICONE LAYER, WITH SOAP, DISPOSABLE, STERILE",EA,ITEMIZED,500
1412,4229540009700,"SILICONE GEL SHEET, ELASTIC SHEET 40-42 X 4-6 CM, ULTRAVIOLET PROTECTION FACTOR, EXTRA-THICK SILICONE LAYER, WITH SOAP, DISPOSABLE, STERILE",EA,ITEMIZED,500
1413,4229540009800,"SILICONE GEL SHEET, ELASTIC SHEET 33-35 X 4-6 CM, ULTRAVIOLET PROTECTION FACTOR, EXTRA-THICK SILICONE LAYER, WITH SOAP, DISPOSABLE, STERILE",EA,ITEMIZED,500
1414,4229540009900,"SILICONE GEL SHEET, ELASTIC SHEET 30-33 X 4-6 CM, ULTRAVIOLET PROTECTION FACTOR, EXTRA-THICK SILICONE LAYER, WITH SOAP, DISPOSABLE, STERILE",EA,ITEMIZED,500
1415,4229540013000,"SILICONE GEL SHEET, FOR INVISIBLE SCAR THERAPY, GEL 15-30 G.",EA,ITEMIZED,150
1416,4214160103700,"CAP WASH, CONTAINS OCTENIDINE HCL 0.1% FOR DECONTAMINATION, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"3,517"
1417,4231231300700,"IRRIGATION, CONTAINS OCTENIDINE DIHYDROCHLORIDE HCL 0.1%, 350ML, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"3,850"
1418,4231231300400,"SOLUTION, CONTAINS OCTENIDINE DIHYDROCHLORIDE HCL 0.1%, 50ML SPRAY, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"10,000"
1419,4229545100000,"WASH MITTS, CONTAINS OCTENIDINE DIHYDROCHLORIDE HCL 0.1% FOR DECONTAMINATION, (WOUND AND OSTOMY
CARE)",EA,ITEMIZED,"3,353"
1420,4111620003900,"WOUND GEL, CONTAINS OCTENIDINE DIHYDROCHLORIDE HCL 0.1% FOR COVERING, MOISTENING AND CLEANSING OF ENCRUSTED, CONTAMINATED AND CHRONIC WOUNDS AS WELL AS BURN WOUNDS, 20ML, NON STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,250"
1421,4231231300500,"WOUND GEL, CONTAINS OCTENIDINE DIHYDROCHLORIDE HCL 0.1% FOR COVERING, MOISTENING AND CLEANSING OF ENCRUSTED, CONTAMINATED AND CHRONIC WOUNDS AS WELL AS BURN WOUNDS, 20ML, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,000"
1422,4215190000800,"MOUTHWASH HYGIENIC, CONTAINS OCTENIDINE HCL 0.1%, 250-300ML",EA,ITEMIZED,"1,600"
1423,4231210502300,"CREAM, MOISTURIZING, THAT CONTAINS 10% UREA AND 4% LACTIC ACID, 100GM, MSDS SHOULD BE PROVIDED IN SOFT COPY, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"4,51,678"
1424,4231210503000,"CREAM, ANTIBACTERIAL, MEDICAL HONEY 30-50%, SKIN PROTECTOR, 50-60 G TUBE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"2,000"
